	rating	reviews	reviews_punctuation_free
912	2.0	Have to say that I do like a good Chinese and it's been awhile since I had one so whilst I'm London we thought that we would take a look at Chinatown and pick a place that looked good from the food on offer and had a reasonable price.From the outside Kowloon looked like the place to go as the food through the window looked very appetising and good value - but word of warning they will take cash only so don't go in if you think you can pay by card. It did look busy inside when we entered but we were taken to a table and sat down after a couple of minutes the person on the till started to talk loudly at us saying we couldn't sit there I tried to explain this is where we were told to site and tired to see where she wanted us to move to but that clearly didn't work until the original person came back and moved us to another table. Plates were eventually brought over and we went a picked our food have to say that the choice was good and the food was hot so that was something positive the drinks didn't taste great but they were from a can. Value for money wasn't really there which was a shame	have to say that i do like a good chinese and it s been awhile since i had one so whilst i m london we thought that we would take a look at chinatown and pick a place that looked good from the food on offer and had a reasonable price from the outside kowloon looked like the place to go as the food through the window looked very appetising and good value   but word of warning they will take cash only so don t go in if you think you can pay by card  it did look busy inside when we entered but we were taken to a table and sat down after a couple of minutes the person on the till started to talk loudly at us saying we couldn t sit there i tried to explain this is where we were told to site and tired to see where she wanted us to move to but that clearly didn t work until the original person came back and moved us to another table  plates were eventually brought over and we went a picked our food have to say that the choice was good and the food was hot so that was something positive the drinks didn t taste great but they were from a can  value for money wasn t really there which was a shame
913	2.0	Review for buffet only: You get what you pay for--I mean can you really trust a Chinese restaurant that doesn't have chopsticks?	review for buffet only  you get what you pay for  i mean can you really trust a chinese restaurant that doesn t have chopsticks 
914	1.0	"I hate this place! Horrible service, once you sit down they give you your check already and you'd have to pay right then and there. If you leave food on your plate, you'd have to pay and I got the iced tea and they gave me a small amount. Once I finished the drink I asked for a free refill and they said, ""yeah sure,"" and when she gave me my refill she said, ""£3 for drink."" I am completely dissatisfied about this restaurant."	i hate this place  horrible service  once you sit down they give you your check already and you d have to pay right then and there  if you leave food on your plate  you d have to pay and i got the iced tea and they gave me a small amount  once i finished the drink i asked for a free refill and they said   yeah sure   and when she gave me my refill she said    3 for drink   i am completely dissatisfied about this restaurant 
915	1.0	Buffet review only:'Twas a rainy evening in London on Christmas, and my family and I were tourists trying to find a decent and inexpensive place still open for dinner. Seeing the multitudes of people inside, we assumed Kowloon was an okay restaurant and entered. Fake news! Turns out the others inside were also misguided tourists who stumbled into this trap of a sad, sad restaurant.We were seated at a table in the back, where the corner of the walls was visibly cracked, repaired haphazardly, and then left to attract dust and grime. The waitstaff immediately demanded the money in cash upfront. It was £14 per person. We were then given plates and reminded repeatedly to take our plates with us to the buffet. We asked for still water, and it took them fifteen minutes to bring us a pitcher and some old plastic cups. The staff kept yelling at each other throughout the restaurant, creating quite a noisy environment. They gave us an empty bowl to scrape our leftovers into, because we had to reuse the same nasty-a** plates. Revolting!I started on my treacherous trek to the food area, carefully squeezing my way through cramped tables. The buffet selection was minuscule - about sixteen different selections, just enough to line the windows and deceive hungry passerby. A third of the food was the type of fried food you can get at the store and bake in your own oven. The curry potatoes dish looked like half of one potato swimming in a yellow grease pool. The broccoli dripped with oil. The rice was steamed with dubious egg-like flakes. I wondered why they had a serving spoon with the so-called Singapore noodles; turns out they had cut it into such short pieces that it was possible to serve with a spoon (very inauthentic fyi). They had no soup or dessert.Bathroom: [redacted to prevent your complete loss of appetite]Bonus: a French couple was on a date next to our table. Both grabbed fried food and ordered cans of Coke (£2 each I believe), neither finished either, the man asked for dessert and was rudely told that there was no dessert, both looked thoroughly disappointed at the end, their relationship was maybe on the rocks after this experience, who knows.Tl;dr save yourself fifty pounds and a nightmare. If anyone is in contact with Gordon Ramsay, tell him to come here to film Kitchen Nightmares. Sad!	buffet review only  twas a rainy evening in london on christmas  and my family and i were tourists trying to find a decent and inexpensive place still open for dinner  seeing the multitudes of people inside  we assumed kowloon was an okay restaurant and entered  fake news  turns out the others inside were also misguided tourists who stumbled into this trap of a sad  sad restaurant we were seated at a table in the back  where the corner of the walls was visibly cracked  repaired haphazardly  and then left to attract dust and grime  the waitstaff immediately demanded the money in cash upfront  it was  14 per person  we were then given plates and reminded repeatedly to take our plates with us to the buffet  we asked for still water  and it took them fifteen minutes to bring us a pitcher and some old plastic cups  the staff kept yelling at each other throughout the restaurant  creating quite a noisy environment  they gave us an empty bowl to scrape our leftovers into  because we had to reuse the same nasty a   plates  revolting i started on my treacherous trek to the food area  carefully squeezing my way through cramped tables  the buffet selection was minuscule   about sixteen different selections  just enough to line the windows and deceive hungry passerby  a third of the food was the type of fried food you can get at the store and bake in your own oven  the curry potatoes dish looked like half of one potato swimming in a yellow grease pool  the broccoli dripped with oil  the rice was steamed with dubious egg like flakes  i wondered why they had a serving spoon with the so called singapore noodles  turns out they had cut it into such short pieces that it was possible to serve with a spoon  very inauthentic fyi   they had no soup or dessert bathroom   redacted to prevent your complete loss of appetite bonus  a french couple was on a date next to our table  both grabbed fried food and ordered cans of coke   2 each i believe   neither finished either  the man asked for dessert and was rudely told that there was no dessert  both looked thoroughly disappointed at the end  their relationship was maybe on the rocks after this experience  who knows tl dr save yourself fifty pounds and a nightmare  if anyone is in contact with gordon ramsay  tell him to come here to film kitchen nightmares  sad 
916	4.0	Another one of the Restaurants in Chinatown that has a bakery front so you can just buy and go. I selected a duck pastry (wasn't sure what it was and took a risk) and got a red bean mochi !  The mochi was delicious! So delicious I wanted to go back and get more!  The duck pastry was interesting to say the least. I started with the duck pastry and ate only half. It had interesting flavours, like a sweet bean/ peanut paste? And then some fermented duck egg? That was my guess at least . It was a gamble but I'm still glad I tried it! The mochi was good to end on since it was so yummy and sweet! I love red bean mochi.	another one of the restaurants in chinatown that has a bakery front so you can just buy and go  i selected a duck pastry  wasn t sure what it was and took a risk  and got a red bean mochi    the mochi was delicious  so delicious i wanted to go back and get more   the duck pastry was interesting to say the least  i started with the duck pastry and ate only half  it had interesting flavours  like a sweet bean  peanut paste  and then some fermented duck egg  that was my guess at least   it was a gamble but i m still glad i tried it  the mochi was good to end on since it was so yummy and sweet  i love red bean mochi 
917	1.0	"Once upon a time, the foolish hungry american tourist stopped at the buffet. happily never after.Food: admittedly tastes alright, but choices are limited (many are filler vegetarian items - fried wontons with no filling, potato pastries, fries, sweet potato tempura only, fried rice with no egg, etc.) meat dishes (ex. beef stir fry, chicken w/black bean, mongolian pork were good) but i tried not to look to closely (read hygiene section).Service: FAIL. could write an expletive-ridden essay, but attempting to write cliff notes version...should've left when the crazy host lady seated me next to the staff only door which kept slamming. got yelled at by lady because didn't know to pay first. yelled at by staff because another person put here bag on my table while zipping jacket (thought i was sneakily adding to people at table). another man got reprimanded for getting more food (staff said ""i wish you were gone already"").Hygiene: yes, its that bad that this gets it's own section (a personal Yelp first!). dirty floors, dirty food area. will spare fellow Yelpers pictures - do not wish to cause loss of appetite.1) no clean plates provided for subsequent trips2) lady halfheartedly washing dishes in middle of restaurant (weird) while screaming at waitstaff and banging dishes onto cleaned pile. station is next to buffet area.3) don't look at floors. didnt brave a visit to restroom. pity/applaud one who does.lady washingBottom Line: doesn't matter how hungry you are don't dine-in buffet here. crazy lady hostess & staff. if desperate, try other buffets in area perhaps? or get takeaway of lots of regular chinese food."	once upon a time  the foolish hungry american tourist stopped at the buffet  happily never after food  admittedly tastes alright  but choices are limited  many are filler vegetarian items   fried wontons with no filling  potato pastries  fries  sweet potato tempura only  fried rice with no egg  etc   meat dishes  ex  beef stir fry  chicken w black bean  mongolian pork were good  but i tried not to look to closely  read hygiene section  service  fail  could write an expletive ridden essay  but attempting to write cliff notes version   should ve left when the crazy host lady seated me next to the staff only door which kept slamming  got yelled at by lady because didn t know to pay first  yelled at by staff because another person put here bag on my table while zipping jacket  thought i was sneakily adding to people at table   another man got reprimanded for getting more food  staff said  i wish you were gone already   hygiene  yes  its that bad that this gets it s own section  a personal yelp first    dirty floors  dirty food area  will spare fellow yelpers pictures   do not wish to cause loss of appetite 1  no clean plates provided for subsequent trips2  lady halfheartedly washing dishes in middle of restaurant  weird  while screaming at waitstaff and banging dishes onto cleaned pile  station is next to buffet area 3  don t look at floors  didnt brave a visit to restroom  pity applaud one who does lady washingbottom line  doesn t matter how hungry you are don t dine in buffet here  crazy lady hostess   staff  if desperate  try other buffets in area perhaps  or get takeaway of lots of regular chinese food 
918	2.0	It used to be the best Chinese bakery in Chinatown but I'm afraid their standards have dropped in the last couple months. What used to be fresh egg tarts with the fragrant egg middle and buttery flaky crust is now replaced with a diluted egg filling and a really sad crust. Along with the egg tarts, I bought my usual share of beef curry turnovers, banana mochi, melon cake and sesame ball. Melon cake was okay but the rest tasted stale. Would not go back again - the search for a decent Chinese bakery continues...	it used to be the best chinese bakery in chinatown but i m afraid their standards have dropped in the last couple months  what used to be fresh egg tarts with the fragrant egg middle and buttery flaky crust is now replaced with a diluted egg filling and a really sad crust  along with the egg tarts  i bought my usual share of beef curry turnovers  banana mochi  melon cake and sesame ball  melon cake was okay but the rest tasted stale  would not go back again   the search for a decent chinese bakery continues   
919	5.0	Ever since my first egg custard tart in the foodie wonderland of Hong Kong last year, I've had a hankering to find one closer to home that hits the same spot. If I hadn't had that specific treat in mind I'd have been in big trouble, as boy is there some yummy looking stuff in here!Ignoring the fact that at almost 6ft I felt like more of a giant in there than usual, the tricky part is figuring out the non-obvious serving 'system' which kinda adds to the experience. Basically just push your way over to a server as soon as you see one free, as you won't be beckoned in. Point out what you want (literally) and they'll load you up a box of goodies whilst you go pay at the cash-only till. Pick up your box. Enjoy.Ok I confess it was actually my housemate that figured that out whilst I was looking around drooling. There's huge choice, both savoury and sweet, and all looks enticingly fresh (not like those places you go in and suspect some things have been sitting there for a week). Also a small seating area at the back though it looks like most people take away. At £1 a pop the mark-up on the custard tarts versus HK is noticeable but hey inevitable, and we picked up half a dozen to satisfy the cravings! Firm pastry, light custard, not too sweet and with a good amount of wobble, so I'll definitely be hitting this place again to taste test some more. For now though I still have 3 left in the box to deal with before my housemate gets home... mmm.	ever since my first egg custard tart in the foodie wonderland of hong kong last year  i ve had a hankering to find one closer to home that hits the same spot  if i hadn t had that specific treat in mind i d have been in big trouble  as boy is there some yummy looking stuff in here ignoring the fact that at almost 6ft i felt like more of a giant in there than usual  the tricky part is figuring out the non obvious serving  system  which kinda adds to the experience  basically just push your way over to a server as soon as you see one free  as you won t be beckoned in  point out what you want  literally  and they ll load you up a box of goodies whilst you go pay at the cash only till  pick up your box  enjoy ok i confess it was actually my housemate that figured that out whilst i was looking around drooling  there s huge choice  both savoury and sweet  and all looks enticingly fresh  not like those places you go in and suspect some things have been sitting there for a week   also a small seating area at the back though it looks like most people take away  at  1 a pop the mark up on the custard tarts versus hk is noticeable but hey inevitable  and we picked up half a dozen to satisfy the cravings  firm pastry  light custard  not too sweet and with a good amount of wobble  so i ll definitely be hitting this place again to taste test some more  for now though i still have 3 left in the box to deal with before my housemate gets home    mmm 
920	4.0	I only go to the bakery for a quick pit stop. This place is always busy with people picking out sweet and savoury delights. But after seeing the Munchies Youtube Channel and Action Bronson (rapper who also knows world food and can cook) state that this place has THE best BBQ Pork bun...I had to go. I went, I bought two, and I loved it. As he also stated it's better warm but they don't really warm it up. And barely speak much English, but loved it all the same as a cheap snack on the go. And for £1.20. Cheap as chips!	i only go to the bakery for a quick pit stop  this place is always busy with people picking out sweet and savoury delights  but after seeing the munchies youtube channel and action bronson  rapper who also knows world food and can cook  state that this place has the best bbq pork bun   i had to go  i went  i bought two  and i loved it  as he also stated it s better warm but they don t really warm it up  and barely speak much english  but loved it all the same as a cheap snack on the go  and for  1 20  cheap as chips 
921	3.0	The pork bun is just amazing. The bread is like eating a sweet cloud and the bbq filling was delicious. If there was more meat it would be the perfect bun	the pork bun is just amazing  the bread is like eating a sweet cloud and the bbq filling was delicious  if there was more meat it would be the perfect bun
922	4.0	This is a review for the little bakery, not the restaurant next door: Great little bakery, open late and serving a number of sweet and savoury treats! Reasonably priced for individual little snacks. Service is very fast paced and non-smiley: you order what you want and it's boxed up straight away. Then you leave your box while you go to the till and pay. Once you have your receipt you can pick up your package and enjoy.	this is a review for the little bakery  not the restaurant next door  great little bakery  open late and serving a number of sweet and savoury treats  reasonably priced for individual little snacks  service is very fast paced and non smiley  you order what you want and it s boxed up straight away  then you leave your box while you go to the till and pay  once you have your receipt you can pick up your package and enjoy 
923	3.0	They adon't put it in individual plastic wrap which is annoying. Alot of choices but they didn't have the ones I wantedActual bread is pretty good, but i dont think its as good as delicious patissiere	they adon t put it in individual plastic wrap which is annoying  alot of choices but they didn t have the ones i wantedactual bread is pretty good  but i dont think its as good as delicious patissiere
924	4.0	One of the better Bakeries in Chinatown- brisk, efficient staff ( one lot who take and box your purchases, before handing an invoice to the person at the cash desk) . The standard I use for judging bakeries in Chinatown is pretty simple- the roast pork bun. here, I found it well executed and fresh, as were other purchases, including a lurid but delicious Swiss roll. Prices are pretty similar to the local competition £1-£2 per item.	one of the better bakeries in chinatown  brisk  efficient staff   one lot who take and box your purchases  before handing an invoice to the person at the cash desk    the standard i use for judging bakeries in chinatown is pretty simple  the roast pork bun  here  i found it well executed and fresh  as were other purchases  including a lurid but delicious swiss roll  prices are pretty similar to the local competition  1  2 per item 
925	1.0	Awful service! If you don't take cash they literally will kick you out. The place looked dirty.	awful service  if you don t take cash they literally will kick you out  the place looked dirty 
926	1.0	Gross.  Like,  really gross. Save your money and get a bubble tea and steamed bun for half the cost.	gross   like   really gross  save your money and get a bubble tea and steamed bun for half the cost 
927	3.0	Yummmmmmyy.....for only a fiver you can do the take away buffet! Pretty good deal and the food is good!	yummmmmmyy     for only a fiver you can do the take away buffet  pretty good deal and the food is good 
928	5.0	Quick glance:+ two varieties of egg tart+ staff handles baked goodsFull review:After visiting half a dozen bakeries in Chinatown, I found it here at Kowloon - egg tart with short crust base. All the other bakeries offered only the puff pastry variety (some looking sadder than others) but I've always been a fan of the short crust base. Imagine my delight when I finally found it here at Kowloon, and they look perfectly formed! Not to mention oh so tasty. The other positive is that the staff handles all the baked goods so you know the food stays relatively hygienic.	quick glance   two varieties of egg tart  staff handles baked goodsfull review after visiting half a dozen bakeries in chinatown  i found it here at kowloon   egg tart with short crust base  all the other bakeries offered only the puff pastry variety  some looking sadder than others  but i ve always been a fan of the short crust base  imagine my delight when i finally found it here at kowloon  and they look perfectly formed  not to mention oh so tasty  the other positive is that the staff handles all the baked goods so you know the food stays relatively hygienic 
929	1.0	This place deserves 0 stars. Nasty. The fried food was very soggy. The wait staff was rude. Maybe it's a European rule but it's nasty that they only give you one plate and you have to keep reusing it.	this place deserves 0 stars  nasty  the fried food was very soggy  the wait staff was rude  maybe it s a european rule but it s nasty that they only give you one plate and you have to keep reusing it 
930	4.0	BAKERY Review Only:This is the most authentic Chinese bakery in London. We enjoyed it so much that we made the effort to visit a 2nd time after finishing a tour in Trafalgar Square.Egg tarts - Yes, good crust that doesn't collapse on the first bite. Center contents were perfect as it was smooth and rested on my tongue with no running liquid and reminds you of egg custards back in the days when people gave damn about quality.Sesame seed balls - there is a pretty decent churn on these and we had to wait 5-10 min for the next batch. For those who do not like the familiar large chunks of red bean, this is a good compromise as there is a sufficient amount but it doesn't overwhelm the entire ball.BBQ Pork bun - large portion, we got lucky that it was still pretty warm.	bakery review only this is the most authentic chinese bakery in london  we enjoyed it so much that we made the effort to visit a 2nd time after finishing a tour in trafalgar square egg tarts   yes  good crust that doesn t collapse on the first bite  center contents were perfect as it was smooth and rested on my tongue with no running liquid and reminds you of egg custards back in the days when people gave damn about quality sesame seed balls   there is a pretty decent churn on these and we had to wait 5 10 min for the next batch  for those who do not like the familiar large chunks of red bean  this is a good compromise as there is a sufficient amount but it doesn t overwhelm the entire ball bbq pork bun   large portion  we got lucky that it was still pretty warm 
931	1.0	The first 1 star review I've ever given and I am extremely saddened... First of all, the food: there was a great selection. As someone who grew up with Asian baked goods, the selection got me and my sister very excited. And the food looked fresh enough! But when we saw the reviews, instead of going crazy and buying all the goodies we wanted, we decided to just try one. Thank goodness we did that! Because we purchased 1 Pineapple Bun and... it was terrible. Terrible in the way that it tasted stale, and it was salty? I couldn't figure out why because Pineapple Buns are supposed to taste sweet. I took one bite and immediately told my family members to just throw it away. It wasn't even worth trying to finish it. Second of all, the service: now, like I said, I grew up on Asian baked goods so I have pretty thick skin when it comes down to rudeness. But man, was the rudeness in this establishment on a hole other level. My mother asked the lady who picked up the food for people a simple question and the lady immediately just shouted an answer at my mum as if she was ignorant and stupid. When we went to pay, the lady just took the money. No thank you, no come again. Well, we won't be coming again anymore. This entire place was a disappointment. I don't really understand why they had so much business because just the service itself would've just put me off. Extremely disappointed, and it's establishments like these that give some Asian restaurants a bad rep.	the first 1 star review i ve ever given and i am extremely saddened    first of all  the food  there was a great selection  as someone who grew up with asian baked goods  the selection got me and my sister very excited  and the food looked fresh enough  but when we saw the reviews  instead of going crazy and buying all the goodies we wanted  we decided to just try one  thank goodness we did that  because we purchased 1 pineapple bun and    it was terrible  terrible in the way that it tasted stale  and it was salty  i couldn t figure out why because pineapple buns are supposed to taste sweet  i took one bite and immediately told my family members to just throw it away  it wasn t even worth trying to finish it  second of all  the service  now  like i said  i grew up on asian baked goods so i have pretty thick skin when it comes down to rudeness  but man  was the rudeness in this establishment on a hole other level  my mother asked the lady who picked up the food for people a simple question and the lady immediately just shouted an answer at my mum as if she was ignorant and stupid  when we went to pay  the lady just took the money  no thank you  no come again  well  we won t be coming again anymore  this entire place was a disappointment  i don t really understand why they had so much business because just the service itself would ve just put me off  extremely disappointed  and it s establishments like these that give some asian restaurants a bad rep 
932	2.0	Have to say that I do like a good Chinese and it's been awhile since I had one so whilst I'm London we thought that we would take a look at Chinatown and pick a place that looked good from the food on offer and had a reasonable price.From the outside Kowloon looked like the place to go as the food through the window looked very appetising and good value - but word of warning they will take cash only so don't go in if you think you can pay by card. It did look busy inside when we entered but we were taken to a table and sat down after a couple of minutes the person on the till started to talk loudly at us saying we couldn't sit there I tried to explain this is where we were told to site and tired to see where she wanted us to move to but that clearly didn't work until the original person came back and moved us to another table. Plates were eventually brought over and we went a picked our food have to say that the choice was good and the food was hot so that was something positive the drinks didn't taste great but they were from a can. Value for money wasn't really there which was a shame	have to say that i do like a good chinese and it s been awhile since i had one so whilst i m london we thought that we would take a look at chinatown and pick a place that looked good from the food on offer and had a reasonable price from the outside kowloon looked like the place to go as the food through the window looked very appetising and good value   but word of warning they will take cash only so don t go in if you think you can pay by card  it did look busy inside when we entered but we were taken to a table and sat down after a couple of minutes the person on the till started to talk loudly at us saying we couldn t sit there i tried to explain this is where we were told to site and tired to see where she wanted us to move to but that clearly didn t work until the original person came back and moved us to another table  plates were eventually brought over and we went a picked our food have to say that the choice was good and the food was hot so that was something positive the drinks didn t taste great but they were from a can  value for money wasn t really there which was a shame
933	2.0	Review for buffet only: You get what you pay for--I mean can you really trust a Chinese restaurant that doesn't have chopsticks?	review for buffet only  you get what you pay for  i mean can you really trust a chinese restaurant that doesn t have chopsticks 
934	1.0	"I hate this place! Horrible service, once you sit down they give you your check already and you'd have to pay right then and there. If you leave food on your plate, you'd have to pay and I got the iced tea and they gave me a small amount. Once I finished the drink I asked for a free refill and they said, ""yeah sure,"" and when she gave me my refill she said, ""£3 for drink."" I am completely dissatisfied about this restaurant."	i hate this place  horrible service  once you sit down they give you your check already and you d have to pay right then and there  if you leave food on your plate  you d have to pay and i got the iced tea and they gave me a small amount  once i finished the drink i asked for a free refill and they said   yeah sure   and when she gave me my refill she said    3 for drink   i am completely dissatisfied about this restaurant 
935	1.0	Buffet review only:'Twas a rainy evening in London on Christmas, and my family and I were tourists trying to find a decent and inexpensive place still open for dinner. Seeing the multitudes of people inside, we assumed Kowloon was an okay restaurant and entered. Fake news! Turns out the others inside were also misguided tourists who stumbled into this trap of a sad, sad restaurant.We were seated at a table in the back, where the corner of the walls was visibly cracked, repaired haphazardly, and then left to attract dust and grime. The waitstaff immediately demanded the money in cash upfront. It was £14 per person. We were then given plates and reminded repeatedly to take our plates with us to the buffet. We asked for still water, and it took them fifteen minutes to bring us a pitcher and some old plastic cups. The staff kept yelling at each other throughout the restaurant, creating quite a noisy environment. They gave us an empty bowl to scrape our leftovers into, because we had to reuse the same nasty-a** plates. Revolting!I started on my treacherous trek to the food area, carefully squeezing my way through cramped tables. The buffet selection was minuscule - about sixteen different selections, just enough to line the windows and deceive hungry passerby. A third of the food was the type of fried food you can get at the store and bake in your own oven. The curry potatoes dish looked like half of one potato swimming in a yellow grease pool. The broccoli dripped with oil. The rice was steamed with dubious egg-like flakes. I wondered why they had a serving spoon with the so-called Singapore noodles; turns out they had cut it into such short pieces that it was possible to serve with a spoon (very inauthentic fyi). They had no soup or dessert.Bathroom: [redacted to prevent your complete loss of appetite]Bonus: a French couple was on a date next to our table. Both grabbed fried food and ordered cans of Coke (£2 each I believe), neither finished either, the man asked for dessert and was rudely told that there was no dessert, both looked thoroughly disappointed at the end, their relationship was maybe on the rocks after this experience, who knows.Tl;dr save yourself fifty pounds and a nightmare. If anyone is in contact with Gordon Ramsay, tell him to come here to film Kitchen Nightmares. Sad!	buffet review only  twas a rainy evening in london on christmas  and my family and i were tourists trying to find a decent and inexpensive place still open for dinner  seeing the multitudes of people inside  we assumed kowloon was an okay restaurant and entered  fake news  turns out the others inside were also misguided tourists who stumbled into this trap of a sad  sad restaurant we were seated at a table in the back  where the corner of the walls was visibly cracked  repaired haphazardly  and then left to attract dust and grime  the waitstaff immediately demanded the money in cash upfront  it was  14 per person  we were then given plates and reminded repeatedly to take our plates with us to the buffet  we asked for still water  and it took them fifteen minutes to bring us a pitcher and some old plastic cups  the staff kept yelling at each other throughout the restaurant  creating quite a noisy environment  they gave us an empty bowl to scrape our leftovers into  because we had to reuse the same nasty a   plates  revolting i started on my treacherous trek to the food area  carefully squeezing my way through cramped tables  the buffet selection was minuscule   about sixteen different selections  just enough to line the windows and deceive hungry passerby  a third of the food was the type of fried food you can get at the store and bake in your own oven  the curry potatoes dish looked like half of one potato swimming in a yellow grease pool  the broccoli dripped with oil  the rice was steamed with dubious egg like flakes  i wondered why they had a serving spoon with the so called singapore noodles  turns out they had cut it into such short pieces that it was possible to serve with a spoon  very inauthentic fyi   they had no soup or dessert bathroom   redacted to prevent your complete loss of appetite bonus  a french couple was on a date next to our table  both grabbed fried food and ordered cans of coke   2 each i believe   neither finished either  the man asked for dessert and was rudely told that there was no dessert  both looked thoroughly disappointed at the end  their relationship was maybe on the rocks after this experience  who knows tl dr save yourself fifty pounds and a nightmare  if anyone is in contact with gordon ramsay  tell him to come here to film kitchen nightmares  sad 
936	4.0	Another one of the Restaurants in Chinatown that has a bakery front so you can just buy and go. I selected a duck pastry (wasn't sure what it was and took a risk) and got a red bean mochi !  The mochi was delicious! So delicious I wanted to go back and get more!  The duck pastry was interesting to say the least. I started with the duck pastry and ate only half. It had interesting flavours, like a sweet bean/ peanut paste? And then some fermented duck egg? That was my guess at least . It was a gamble but I'm still glad I tried it! The mochi was good to end on since it was so yummy and sweet! I love red bean mochi.	another one of the restaurants in chinatown that has a bakery front so you can just buy and go  i selected a duck pastry  wasn t sure what it was and took a risk  and got a red bean mochi    the mochi was delicious  so delicious i wanted to go back and get more   the duck pastry was interesting to say the least  i started with the duck pastry and ate only half  it had interesting flavours  like a sweet bean  peanut paste  and then some fermented duck egg  that was my guess at least   it was a gamble but i m still glad i tried it  the mochi was good to end on since it was so yummy and sweet  i love red bean mochi 
937	1.0	"Once upon a time, the foolish hungry american tourist stopped at the buffet. happily never after.Food: admittedly tastes alright, but choices are limited (many are filler vegetarian items - fried wontons with no filling, potato pastries, fries, sweet potato tempura only, fried rice with no egg, etc.) meat dishes (ex. beef stir fry, chicken w/black bean, mongolian pork were good) but i tried not to look to closely (read hygiene section).Service: FAIL. could write an expletive-ridden essay, but attempting to write cliff notes version...should've left when the crazy host lady seated me next to the staff only door which kept slamming. got yelled at by lady because didn't know to pay first. yelled at by staff because another person put here bag on my table while zipping jacket (thought i was sneakily adding to people at table). another man got reprimanded for getting more food (staff said ""i wish you were gone already"").Hygiene: yes, its that bad that this gets it's own section (a personal Yelp first!). dirty floors, dirty food area. will spare fellow Yelpers pictures - do not wish to cause loss of appetite.1) no clean plates provided for subsequent trips2) lady halfheartedly washing dishes in middle of restaurant (weird) while screaming at waitstaff and banging dishes onto cleaned pile. station is next to buffet area.3) don't look at floors. didnt brave a visit to restroom. pity/applaud one who does.lady washingBottom Line: doesn't matter how hungry you are don't dine-in buffet here. crazy lady hostess & staff. if desperate, try other buffets in area perhaps? or get takeaway of lots of regular chinese food."	once upon a time  the foolish hungry american tourist stopped at the buffet  happily never after food  admittedly tastes alright  but choices are limited  many are filler vegetarian items   fried wontons with no filling  potato pastries  fries  sweet potato tempura only  fried rice with no egg  etc   meat dishes  ex  beef stir fry  chicken w black bean  mongolian pork were good  but i tried not to look to closely  read hygiene section  service  fail  could write an expletive ridden essay  but attempting to write cliff notes version   should ve left when the crazy host lady seated me next to the staff only door which kept slamming  got yelled at by lady because didn t know to pay first  yelled at by staff because another person put here bag on my table while zipping jacket  thought i was sneakily adding to people at table   another man got reprimanded for getting more food  staff said  i wish you were gone already   hygiene  yes  its that bad that this gets it s own section  a personal yelp first    dirty floors  dirty food area  will spare fellow yelpers pictures   do not wish to cause loss of appetite 1  no clean plates provided for subsequent trips2  lady halfheartedly washing dishes in middle of restaurant  weird  while screaming at waitstaff and banging dishes onto cleaned pile  station is next to buffet area 3  don t look at floors  didnt brave a visit to restroom  pity applaud one who does lady washingbottom line  doesn t matter how hungry you are don t dine in buffet here  crazy lady hostess   staff  if desperate  try other buffets in area perhaps  or get takeaway of lots of regular chinese food 
938	2.0	It used to be the best Chinese bakery in Chinatown but I'm afraid their standards have dropped in the last couple months. What used to be fresh egg tarts with the fragrant egg middle and buttery flaky crust is now replaced with a diluted egg filling and a really sad crust. Along with the egg tarts, I bought my usual share of beef curry turnovers, banana mochi, melon cake and sesame ball. Melon cake was okay but the rest tasted stale. Would not go back again - the search for a decent Chinese bakery continues...	it used to be the best chinese bakery in chinatown but i m afraid their standards have dropped in the last couple months  what used to be fresh egg tarts with the fragrant egg middle and buttery flaky crust is now replaced with a diluted egg filling and a really sad crust  along with the egg tarts  i bought my usual share of beef curry turnovers  banana mochi  melon cake and sesame ball  melon cake was okay but the rest tasted stale  would not go back again   the search for a decent chinese bakery continues   
